,First,Last,Name,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,weightclass
67,Oli,Thompson,Oli Thompson,,"6' 1""",242 lbs.,--,Orthodox,17,10,0,,#N/A
68,Stephen,Thompson,Stephen Thompson,Wonderboy,"6' 0""",170 lbs.,"75.0""",Orthodox,16,4,1,,#N/A
69,Josh,Thomson,Josh Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,22,9,0,,#N/A
70,Simeon,Thoresen,Simeon Thoresen,The Grin,"6' 1""",170 lbs.,"79.0""",Orthodox,17,6,1,,#N/A
71,Josh,Thornburg,Josh Thornburg,,"6' 0""",170 lbs.,--,,8,8,0,,#N/A
72,Gleison,Tibau,Gleison Tibau,,"5' 10""",155 lbs.,"71.0""",Southpaw,33,14,0,,#N/A
73,Chris,Tickle,Chris Tickle,BadBoy,"5' 9""",155 lbs.,--,,9,9,0,,#N/A
74,Nolan,Ticman,Nolan Ticman,,"5' 6""",125 lbs.,--,Orthodox,4,3,0,,#N/A
75,Darren,Till,Darren Till,The Gorilla,"6' 0""",185 lbs.,"74.0""",Southpaw,18,3,1,,#N/A
76,Brett,Tillis,Brett Tillis,,--,145 lbs.,--,,0,0,0,,#N/A
77,Ryan,Tobar,Ryan Tobar,,--,155 lbs.,--,,3,3,0,,#N/A
78,Andrew,Todhunter,Andrew Todhunter,The Sniper,"6' 0""",185 lbs.,--,Switch,8,0,0,,#N/A
79,Dusko,Todorovic,Dusko Todorovic,Thunder,"6' 1""",185 lbs.,"74.0""",Orthodox,10,1,0,,#N/A
80,Hideo,Tokoro,Hideo Tokoro,,"5' 7""",135 lbs.,--,Orthodox,34,29,2,,#N/A
81,Anatoly,Tokov,Anatoly Tokov,,"5' 10""",185 lbs.,--,,25,2,0,,#N/A
82,Kazuki,Tokudome,Kazuki Tokudome,,"5' 11""",155 lbs.,"73.0""",Southpaw,18,7,1,,#N/A
83,Tyler,Toner,Tyler Toner,,"5' 8""",145 lbs.,"70.0""",Orthodox,15,7,0,,#N/A
84,James,Toney,James Toney,Lights Out,"5' 9""",220 lbs.,--,Orthodox,0,1,0,,#N/A
85,Masanori,Tonooka,Masanori Tonooka,,"5' 8""",185 lbs.,--,Orthodox,1,2,0,,#N/A
86,Carl,Toomey,Carl Toomey,,--,--,--,,3,3,0,,#N/A
87,Ilia,Topuria,Ilia Topuria,,"5' 7""",145 lbs.,"69.0""",Orthodox,10,0,0,,#N/A
88,Anthony,Torres,Anthony Torres,The Crush,"5' 8""",170 lbs.,--,Orthodox,5,3,0,,#N/A
89,Miguel,Torres,Miguel Torres,,"5' 9""",135 lbs.,"76.0""",Orthodox,44,9,0,,#N/A
90,Ronys,Torres,Ronys Torres,,"5' 7""",155 lbs.,--,Orthodox,35,5,0,,#N/A
91,Haven,Torres,Haven Torres,,--,125 lbs.,--,,0,0,0,,#N/A
92,Tecia,Torres,Tecia Torres,The Tiny Tornado,"5' 1""",115 lbs.,"60.0""",Orthodox,12,5,0,,#N/A
93,Alex,Torres,Alex Torres,Rolo,"5' 10""",145 lbs.,--,Orthodox,5,4,0,,#N/A
94,Abram,Torres,Abram Torres,,"5' 10""",170 lbs.,--,,4,3,0,,#N/A
95,Jose,Torres,Jose Torres,Shorty,"5' 4""",125 lbs.,"65.0""",Orthodox,8,1,0,,#N/A
96,Desmond,Torres,Desmond Torres,,"5' 6""",135 lbs.,"69.0""",Orthodox,7,2,0,,#N/A
97,Salim,Touahri,Salim Touahri,Grizzly,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0,,#N/A
98,Dequan,Townsend,Dequan Townsend,The Tarantula,"6' 3""",205 lbs.,"79.0""",Orthodox,21,12,0,,#N/A
99,Minoru,Toyonaga,Minoru Toyonaga,,"5' 11""",195 lbs.,--,Southpaw,2,5,0,,#N/A
100,Roberto,Traven,Roberto Traven,Spider,"6' 3""",227 lbs.,--,Orthodox,6,4,1,,#N/A
101,Bryan,Travers,Bryan Travers,,--,155 lbs.,--,,15,4,0,,#N/A
102,Alexander,Trevino,Alexander Trevino,,--,170 lbs.,--,,7,7,0,,#N/A
103,Francisco,Trevino,Francisco Trevino,Sitkayan,"5' 9""",155 lbs.,"70.0""",Orthodox,13,3,0,,#N/A
104,Angelo,Trevino,Angelo Trevino,Baby Monsta,"5' 11""",170 lbs.,--,Switch,7,3,0,,#N/A
105,Frank,Trigg,Frank Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71.0""",Southpaw,21,9,0,,#N/A
106,Francisco,Trinaldo,Francisco Trinaldo,Massaranduba,"5' 9""",155 lbs.,"70.0""",Southpaw,26,7,0,,#N/A
107,Damien,Trites,Damien Trites,The Omen,"5' 11""",165 lbs.,--,,7,6,0,,#N/A
108,Michael,Trizano,Michael Trizano,The Lone Wolf,"5' 11""",145 lbs.,"71.0""",Orthodox,10,1,0,,#N/A
109,Antonio,Trocoli,Antonio Trocoli,Malvado,"6' 5""",205 lbs.,"82.0""",Orthodox,11,3,0,,#N/A
110,Tor,Troeng,Tor Troeng,The Hammer,"6' 2""",185 lbs.,--,Orthodox,16,7,1,,#N/A
111,Aaron,Trujillo,Aaron Trujillo,,"5' 5""",125 lbs.,--,,0,1,0,,#N/A
112,Reynaldo,Trujillo,Reynaldo Trujillo,The Truth,"5' 9""",155 lbs.,--,,21,19,0,,#N/A
113,Abel,Trujillo,Abel Trujillo,Killa,"5' 8""",155 lbs.,"70.0""",Orthodox,15,8,0,,#N/A
114,Arman,Tsarukyan,Arman Tsarukyan,Ahalkalakets,"5' 7""",155 lbs.,"72.0""",Orthodox,16,2,0,,#N/A
115,Chris,Tuchscherer,Chris Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76.0""",Orthodox,21,4,0,,#N/A
116,Jon,Tuck,Jon Tuck,Super Saiyan,"5' 11""",155 lbs.,"73.0""",Orthodox,10,5,0,,#N/A
117,Gavin,Tucker,Gavin Tucker,Guv'nor,"5' 6""",145 lbs.,"66.0""",Southpaw,13,2,0,,#N/A
118,Jumabieke,Tuerxun,Jumabieke Tuerxun,The Wild Wolf,"5' 7""",135 lbs.,--,Orthodox,19,4,1,,#N/A
119,Tom,Tuggle,Tom Tuggle,The Law,"6' 2""",250 lbs.,--,Orthodox,0,3,0,,#N/A
120,Blair,Tugman,Blair Tugman,,"6' 0""",135 lbs.,--,,10,6,0,,#N/A
121,Tai,Tuivasa,Tai Tuivasa,Bam Bam,"6' 2""",264 lbs.,"75.0""",Southpaw,12,3,0,,#N/A
122,Zubaira,Tukhugov,Zubaira Tukhugov,Warrior,"5' 8""",145 lbs.,"68.0""",Orthodox,19,5,1,,#N/A
123,Teila,Tuli,Teila Tuli,,"6' 0""",430 lbs.,--,Orthodox,0,1,0,,#N/A
124,Albert,Tumenov,Albert Tumenov,Einstein,"5' 11""",170 lbs.,"73.0""",Orthodox,18,4,0,,#N/A
125,Ricky,Turcios,Ricky Turcios,Pretty,"5' 9""",135 lbs.,"71.0""",Orthodox,8,1,0,,#N/A
126,Wellington,Turman,Wellington Turman,The Prodigy,"6' 0""",185 lbs.,"72.0""",Orthodox,16,4,0,,#N/A
127,Courtney,Turner,Courtney Turner,,"6' 2""",170 lbs.,--,,0,3,0,,#N/A
128,Jalin,Turner,Jalin Turner,The Tarantula,"6' 3""",155 lbs.,"77.0""",Southpaw,10,5,0,,#N/A
129,Austin,Tweedy,Austin Tweedy,,"5' 9""",155 lbs.,--,Orthodox,8,2,0,,#N/A
130,Marcin,Tybura,Marcin Tybura,Tybur,"6' 3""",249 lbs.,"78.0""",Orthodox,21,6,0,,#N/A
0,,, ,,,,,,,,,,#N/A
1,Alberto,Uda,Alberto Uda,,"6' 3""",185 lbs.,--,Orthodox,12,2,0,,#N/A
2,Ryuki,Ueyama,Ryuki Ueyama,,"5' 11""",180 lbs.,--,Southpaw,12,18,5,,#N/A
3,Christian,Uflacker,Christian Uflacker,,"5' 11""",170 lbs.,--,,5,0,0,,#N/A
4,Andy,Uhrich,Andy Uhrich,,"6' 0""",170 lbs.,--,,11,6,0,,#N/A
5,Tagir,Ulanbekov,Tagir Ulanbekov,,"5' 7""",125 lbs.,"70.0""",Southpaw,13,1,0,,#N/A
6,Carlos,Ulberg,Carlos Ulberg,Black Jag,"6' 4""",205 lbs.,"77.0""",Orthodox,5,1,0,,#N/A
7,Gasan,Umalatov,Gasan Umalatov,Cobra,"5' 11""",170 lbs.,"71.0""",Orthodox,17,4,2,,#N/A
8,Jeremy,Umphries,Jeremy Umphries,,--,160 lbs.,--,,5,2,0,,#N/A
9,Zach,Underwood,Zach Underwood,,"6' 2""",185 lbs.,--,,13,7,0,,#N/A
10,Caol,Uno,Caol Uno,Uno Shoten,"5' 7""",155 lbs.,"70.0""",Southpaw,33,19,5,,#N/A
11,Kengo,Ura,Kengo Ura,Uraken,"5' 9""",165 lbs.,--,,14,12,2,,#N/A
12,Hector,Urbina,Hector Urbina,El Toro,"5' 11""",170 lbs.,"73.0""",Orthodox,17,10,1,,#N/A
13,Elias,Urbina,Elias Urbina,,"6' 3""",185 lbs.,"77.0""",Southpaw,3,1,0,,#N/A
14,Nick,Urso,Nick Urso,,"5' 6""",125 lbs.,"66.0""",Southpaw,10,3,0,,#N/A
15,Yasuhiro,Urushitani,Yasuhiro Urushitani,,"5' 5""",125 lbs.,--,Southpaw,21,8,6,,#N/A
16,Kamaru,Usman,Kamaru Usman,The Nigerian Nightmare,"6' 0""",170 lbs.,"76.0""",Switch,19,1,0,,#N/A
17,Darren,Uyenoyama,Darren Uyenoyama,BC,"5' 6""",125 lbs.,"65.0""",Orthodox,10,6,0,,#N/A
0,,, ,,,,,,,,,,#N/A
1,Richie,Vaculik,Richie Vaculik,Vas,"5' 6""",125 lbs.,"69.0""",Orthodox,10,4,0,,#N/A
2,Egidijus,Valavicius,Egidijus Valavicius,,"6' 0""",200 lbs.,--,Orthodox,29,12,0,,#N/A
3,Charlie,Valencia,Charlie Valencia,,"5' 3""",135 lbs.,"64.0""",Orthodox,12,7,0,,#N/A
4,Victor,Valenzuela,Victor Valenzuela,Joe Boxer,"5' 10""",155 lbs.,--,,13,6,2,,#N/A
5,Timur,Valiev,Timur Valiev,Lucky,"5' 6""",145 lbs.,"67.0""",Orthodox,17,2,0,,#N/A
6,Victor,Valimaki,Victor Valimaki,The Matrix,"6' 0""",205 lbs.,--,Orthodox,18,10,0,,#N/A
7,Andrew,Valladerez,Andrew Valladerez,,--,135 lbs.,--,,5,7,0,,#N/A
8,Isaac,Vallie-Flagg,Isaac Vallie-Flagg,,"5' 8""",155 lbs.,"70.0""",Orthodox,16,7,1,,#N/A
9,Mike,van Arsdale,Mike van Arsdale,,"6' 2""",205 lbs.,--,Switch,8,5,0,,#N/A
10,Matt,Van Buren,Matt Van Buren,Gutter,"6' 5""",205 lbs.,--,,7,6,0,,#N/A
11,Brianna,Van Buren,Brianna Van Buren,The Bull,"5' 0""",115 lbs.,"62.0""",Southpaw,9,3,0,,#N/A
12,Ron,van Clief,Ron van Clief,The Black Dragon,"5' 10""",190 lbs.,--,Orthodox,0,1,0,,#N/A
13,Lloyd,Van Dams,Lloyd Van Dams,,"6' 1""",240 lbs.,--,Southpaw,0,1,0,,#N/A
14,Chad,Vance,Chad Vance,,"6' 0""",185 lbs.,--,Orthodox,7,5,0,,#N/A
15,Jared,Vanderaa,Jared Vanderaa,The Mountain,"6' 4""",260 lbs.,"80.0""",Orthodox,11,5,0,,#N/A
16,Austin,Vanderford,Austin Vanderford,AK-47,"5' 11""",170 lbs.,--,Orthodox,4,0,0,,#N/A
17,Lando,Vannata,Lando Vannata,Groovy,"5' 9""",155 lbs.,"71.0""",Orthodox,12,5,2,,#N/A
18,Paige,VanZant,Paige VanZant,12 Gauge,"5' 4""",115 lbs.,"65.0""",Orthodox,8,5,0,,#N/A
19,Paul,Varelans,Paul Varelans,The Polar Bear,"6' 8""",300 lbs.,--,Orthodox,9,9,0,,#N/A
20,Kazula,Vargas,Kazula Vargas,,"5' 8""",155 lbs.,"71.0""",Southpaw,12,4,0,,#N/A
21,Jamie,Varner,Jamie Varner,,"5' 8""",155 lbs.,"71.0""",Orthodox,21,11,1,,#N/A
22,Guilherme,Vasconcelos,Guilherme Vasconcelos,Bomba,"6' 0""",185 lbs.,--,Orthodox,9,4,0,,#N/A
23,Linton,Vassell,Linton Vassell,The Swarm,"6' 4""",205 lbs.,--,,18,5,0,,#N/A
24,Billy,Vaughan,Billy Vaughan,,"5' 6""",155 lbs.,--,,12,17,0,,#N/A
25,Yuri,Vaulin,Yuri Vaulin,,"6' 4""",197 lbs.,--,Southpaw,0,1,0,,#N/A
26,Javier,Vazquez,Javier Vazquez,Showtime,"5' 7""",145 lbs.,"69.0""",Southpaw,16,5,0,,#N/A
27,Manny,Vazquez,Manny Vazquez,,"5' 10""",125 lbs.,"72.0""",Orthodox,11,2,0,,#N/A
28,Matt,Veach,Matt Veach,,"5' 11""",155 lbs.,--,Orthodox,17,5,0,,#N/A
29,Joe,Vedepo,Joe Vedepo,The Doctor,"6' 0""",185 lbs.,--,Orthodox,18,9,0,,#N/A
30,Kelly,Velasco,Kelly Velasco,Killer,"5' 9""",135 lbs.,--,Orthodox,2,1,0,,#N/A
31,Cain,Velasquez,Cain Velasquez,,"6' 1""",240 lbs.,"77.0""",Orthodox,14,3,0,,#N/A
32,David,Velasquez,David Velasquez,Little,"5' 5""",145 lbs.,--,Orthodox,10,10,0,,#N/A
33,Bojan,Velickovic,Bojan Velickovic,Serbian Steel,"6' 0""",170 lbs.,"76.0""",Southpaw,15,6,1,,#N/A
34,Karlos,Vemola,Karlos Vemola,,"6' 0""",185 lbs.,"75.0""",Orthodox,17,5,0,,#N/A
35,Luigi,Vendramini,Luigi Vendramini,The Italian Stallion,"5' 8""",170 lbs.,"73.0""",Orthodox,9,1,0,,#N/A
36,Jerrel,Venetiaan,Jerrel Venetiaan,,"6' 1""",195 lbs.,--,Orthodox,4,3,0,,#N/A
37,Scott,Ventimiglia,Scott Ventimiglia,Meant to Kill Ya,"5' 11""",185 lbs.,--,,14,6,1,,#N/A
38,Brandon,Vera,Brandon Vera,The Truth,"6' 3""",230 lbs.,"78.0""",Orthodox,15,7,0,,#N/A
39,Kerry,Vera,Kerry Vera,,"5' 7""",135 lbs.,--,Orthodox,2,0,0,,#N/A
40,Marlon,Vera,Marlon Vera,Chito,"5' 8""",135 lbs.,"70.0""",Switch,16,7,1,,#N/A
41,Ernie,Verdicia,Ernie Verdicia,,"5' 11""",199 lbs.,--,Orthodox,0,1,0,,#N/A
42,Joe,Veres,Joe Veres,,"5' 7""",155 lbs.,--,Orthodox,4,3,0,,#N/A
43,CJ,Vergara,CJ Vergara,,"5' 6""",135 lbs.,--,,8,2,1,,#N/A
44,Renato,Verissimo,Renato Verissimo,Charuto,"6' 1""",170 lbs.,--,Orthodox,7,5,0,,#N/A
45,Bryan,Vetell,Bryan Vetell,,"6' 3""",265 lbs.,--,Southpaw,4,3,0,,#N/A
46,Marvin,Vettori,Marvin Vettori,The Italian Dream,"6' 0""",185 lbs.,"74.0""",Southpaw,17,4,1,,#N/A
47,Hugo,Viana,Hugo Viana,Wolverine,"5' 6""",135 lbs.,"67.0""",Orthodox,8,4,0,,#N/A
48,Guilherme,Viana,Guilherme Viana,,"6' 4""",205 lbs.,--,,7,3,0,,#N/A
49,Polyana,Viana,Polyana Viana,Dama de Ferro,"5' 5""",115 lbs.,"67.0""",Orthodox,12,4,0,,#N/A
50,Vitor,Vianna,Vitor Vianna,,--,205 lbs.,--,Orthodox,12,3,1,,#N/A
51,James,Vick,James Vick,The Texecutioner,"6' 3""",155 lbs.,"76.0""",Orthodox,13,5,0,,#N/A
52,Milton,Vieira,Milton Vieira,Miltinho,"6' 0""",145 lbs.,--,Orthodox,13,8,2,,#N/A
53,Reginaldo,Vieira,Reginaldo Vieira,,"5' 7""",135 lbs.,"65.0""",Orthodox,13,5,0,,#N/A
54,Ketlen,Vieira,Ketlen Vieira,Fenomeno,"5' 8""",135 lbs.,"68.0""",Orthodox,11,2,0,,#N/A
55,Rodolfo,Vieira,Rodolfo Vieira,,"6' 0""",185 lbs.,"73.0""",Orthodox,7,1,0,,#N/A
56,Steve,Vigneault,Steve Vigneault,Lionheart,"5' 10""",185 lbs.,--,Orthodox,12,6,0,,#N/A
57,Alejandro,Villalobos,Alejandro Villalobos,,"5' 7""",145 lbs.,--,,17,5,0,,#N/A
58,DeMarco,Villalona,DeMarco Villalona,,"5' 9""",185 lbs.,--,,1,3,0,,#N/A
59,Gian,Villante,Gian Villante,,"6' 3""",230 lbs.,"76.0""",Orthodox,17,13,0,,#N/A
60,Ike,Villanueva,Ike Villanueva,Hurricane,"6' 1""",225 lbs.,"73.0""",Orthodox,17,11,0,,#N/A
61,Ruben,Villareal,Ruben Villareal,Warpath,"6' 4""",265 lbs.,--,Orthodox,22,28,3,,#N/A
62,Armando,Villarreal,Armando Villarreal,La Lumbre,"5' 7""",135 lbs.,"66.0""",Southpaw,5,2,0,,#N/A
63,Pablo,Villaseca,Pablo Villaseca,El Gallo,"5' 7""",155 lbs.,--,,12,3,0,,#N/A
64,Joey,Villasenor,Joey Villasenor,Smokin' Joe,"6' 0""",185 lbs.,--,Orthodox,29,10,0,,#N/A
65,Danillo,Villefort,Danillo Villefort,Indio,"6' 1""",185 lbs.,--,Orthodox,15,5,0,,#N/A
66,Yuri,Villefort,Yuri Villefort,,"6' 0""",170 lbs.,"73.0""",Orthodox,10,5,0,,#N/A
67,Marcos,Vinicius,Marcos Vinicius,Vina,"5' 9""",125 lbs.,--,Orthodox,23,11,1,,#N/A
68,Brandon,Visher,Brandon Visher,The Viper,"5' 6""",135 lbs.,"68.0""",Orthodox,13,3,0,,#N/A
69,Falaniko,Vitale,Falaniko Vitale,Niko,"5' 10""",185 lbs.,--,Orthodox,30,11,0,,#N/A
70,Bobby,Voelker,Bobby Voelker,Vicious,"6' 0""",170 lbs.,"74.0""",Orthodox,19,13,0,,#N/A
71,Alexander,Volkanovski,Alexander Volkanovski,The Great,"5' 6""",145 lbs.,"71.0""",Orthodox,22,1,0,,#N/A
72,Jacob,Volkmann,Jacob Volkmann,Christmas,"5' 9""",155 lbs.,"71.0""",Southpaw,19,7,0,,#N/A
73,Alexander,Volkov,Alexander Volkov,Drago,"6' 7""",250 lbs.,"80.0""",Orthodox,33,8,0,,#N/A
74,Jason,Von Flue,Jason Von Flue,Live Wire,"6' 0""",170 lbs.,--,Orthodox,14,12,1,,#N/A
75,Milco,Voorn,Milco Voorn,,--,220 lbs.,--,Orthodox,20,11,1,,#N/A
76,Mark,Vorgeas,Mark Vorgeas,,"5' 10""",135 lbs.,--,,5,3,1,,#N/A
77,Igor,Vovchanchyn,Igor Vovchanchyn,Ice Cold,"5' 8""",205 lbs.,--,Orthodox,55,10,0,,#N/A
0,,, ,,,,,,,,,,#N/A
1,James,Wade,James Wade,,"5' 10""",205 lbs.,--,,4,11,0,,#N/A
2,Chris,Wade,Chris Wade,,"5' 10""",155 lbs.,"70.0""",Orthodox,12,3,0,,#N/A
3,Neil,Wain,Neil Wain,Old School,"5' 10""",242 lbs.,--,Orthodox,13,4,0,,#N/A
4,TJ,Waldburger,TJ Waldburger,,"5' 11""",170 lbs.,"75.0""",Orthodox,16,9,0,,#N/A
5,Chase,Waldon,Chase Waldon,,"6' 1""",185 lbs.,"75.0""",Orthodox,11,2,0,,#N/A
6,Andre,Walker,Andre Walker,,"5' 11""",205 lbs.,--,Southpaw,1,5,0,,#N/A
7,Herschel,Walker,Herschel Walker,,"6' 1""",215 lbs.,--,Orthodox,2,0,0,,#N/A
8,Donny,Walker,Donny Walker,Eagle Eye,"5' 9""",135 lbs.,--,,15,10,0,,#N/A
9,Johnny,Walker,Johnny Walker,,"6' 6""",205 lbs.,"82.0""",Orthodox,18,5,0,,#N/A
10,Ben,Wall,Ben Wall,Manimal,"5' 10""",155 lbs.,--,Orthodox,8,7,1,,#N/A
11,Crafton,Wallace,Crafton Wallace,Blaze,"6' 0""",185 lbs.,--,Orthodox,18,6,1,,#N/A
12,Rodney,Wallace,Rodney Wallace,Shonuff the Master,"5' 9""",205 lbs.,"72.0""",Switch,26,15,1,,#N/A
13,Jeremy,Wallace,Jeremy Wallace,,"5' 9""",--,--,,4,6,0,,#N/A
14,Randall,Wallace,Randall Wallace,Braveheart,"5' 11""",185 lbs.,"73.0""",Orthodox,15,6,0,,#N/A
15,James,Wallace,James Wallace,Jesse,"5' 10""",155 lbs.,"69.0""",Orthodox,5,2,0,,#N/A
16,Jim,Wallhead,Jim Wallhead,Judo,"5' 10""",170 lbs.,--,Orthodox,29,11,0,,#N/A
17,Cory,Walmsley,Cory Walmsley,Hardcore,"6' 0""",205 lbs.,--,Orthodox,8,2,0,,#N/A
18,Richard,Walsh,Richard Walsh,Filthy Rich,"6' 0""",170 lbs.,"73.0""",Orthodox,9,5,0,,#N/A
19,Patrick,Walsh,Patrick Walsh,The Beast of the East,"5' 11""",185 lbs.,--,,10,3,0,,#N/A
20,Erick,Wanderlei,Erick Wanderlei,,"6' 1""",205 lbs.,--,Orthodox,3,3,0,,#N/A
21,Dimitiri,Wanderley,Dimitiri Wanderley,,--,205 lbs.,--,Orthodox,5,2,0,,#N/A
22,Andy,Wang,Andy Wang,,"5' 6""",155 lbs.,--,Orthodox,7,8,1,,#N/A
23,Sai,Wang,Sai Wang,The Fire Kylin,"6' 0""",170 lbs.,--,Southpaw,20,6,1,,#N/A
24,Anying,Wang,Anying Wang,,"6' 0""",170 lbs.,--,Orthodox,2,1,0,,#N/A
25,Curt,Warburton,Curt Warburton,,"6' 0""",155 lbs.,"73.0""",Orthodox,13,6,0,,#N/A
26,Brennan,Ward,Brennan Ward,The Irish Bad Boy,"5' 10""",170 lbs.,"71.0""",,14,5,0,,#N/A
27,Charlie,Ward,Charlie Ward,,"5' 11""",170 lbs.,--,Orthodox,3,3,0,,#N/A
28,Terrion,Ware,Terrion Ware,Flash,"5' 8""",135 lbs.,"71.0""",Orthodox,17,9,0,,#N/A
29,Joe,Warren,Joe Warren,,"5' 6""",135 lbs.,--,Orthodox,15,6,0,,#N/A
30,Brian,Warren,Brian Warren,Mr. Unbreakable,"6' 0""",185 lbs.,--,Orthodox,18,17,1,,#N/A
31,Merritt,Warren,Merritt Warren,,"5' 10""",155 lbs.,--,Southpaw,3,3,0,,#N/A
32,Idris,Wasi,Idris Wasi,,"6' 0""",186 lbs.,--,,2,14,0,,#N/A
33,Kengo,Watanabe,Kengo Watanabe,,"6' 4""",220 lbs.,--,Orthodox,8,13,3,,#N/A
34,Kazuhisa,Watanabe,Kazuhisa Watanabe,,"5' 6""",139 lbs.,--,,0,1,0,,#N/A
35,Ron,Waterman,Ron Waterman,H20,"6' 2""",280 lbs.,--,Orthodox,16,6,2,,#N/A
36,Andy,Waters,Andy Waters,,"6' 0""",170 lbs.,--,,1,2,0,,#N/A
37,Dominic,Waters,Dominic Waters,Sho Nuff,"6' 1""",170 lbs.,"79.0""",Orthodox,9,5,0,,#N/A
38,Michelle,Waterson,Michelle Waterson,The Karate Hottie,"5' 3""",115 lbs.,"62.0""",Orthodox,18,9,0,,#N/A
39,Sam,Watford,Sam Watford,,--,155 lbs.,--,,2,2,0,,#N/A
40,Blake,Watkins,Blake Watkins,,--,185 lbs.,--,,5,1,0,,#N/A
41,Kyle,Watson,Kyle Watson,,"6' 0""",155 lbs.,--,Southpaw,13,8,1,,#N/A
42,Maka,Watson,Maka Watson,,--,155 lbs.,--,,4,2,0,,#N/A
43,Walel,Watson,Walel Watson,The Gazelle,"5' 11""",135 lbs.,"75.0""",Orthodox,14,10,0,,#N/A
44,Tom,Watson,Tom Watson,Kong,"6' 1""",185 lbs.,"73.0""",Orthodox,17,9,0,,#N/A
45,Enrique,Watson,Enrique Watson,,--,185 lbs.,--,,3,1,0,,#N/A
46,Brok,Weaver,Brok Weaver,Chata Tuska,"6' 0""",155 lbs.,"73.0""",Southpaw,15,6,0,,#N/A
47,Jonavin,Webb,Jonavin Webb,The Spyder,"5' 10""",170 lbs.,--,Orthodox,9,2,0,,#N/A
48,Stephanie,Webber,Stephanie Webber,,"5' 6""",135 lbs.,--,,2,2,0,,#N/A
49,Royston,Wee,Royston Wee,,"5' 7""",135 lbs.,"67.0""",Orthodox,4,1,0,,#N/A
50,Daniel,Weichel,Daniel Weichel,The Weasel,"5' 10""",145 lbs.,"70.0""",,39,9,0,,#N/A
51,Chris,Weidman,Chris Weidman,The All-American,"6' 2""",185 lbs.,"78.0""",Orthodox,15,6,0,,#N/A
52,Mark,Weir,Mark Weir,The Wizard,"6' 2""",185 lbs.,--,Southpaw,21,18,1,,#N/A
53,Christian,Wellisch,Christian Wellisch,The Hungarian Nightmare,"6' 2""",234 lbs.,"77.0""",Orthodox,8,5,0,,#N/A
54,Jeremiah,Wells,Jeremiah Wells,,"5' 9""",170 lbs.,--,,8,2,1,,#N/A
55,Fabricio,Werdum,Fabricio Werdum,Vai Cavalo,"6' 4""",231 lbs.,"77.0""",Orthodox,24,9,1,,#N/A
56,Mike,Wessel,Mike Wessel,Juggernaut,"6' 0""",260 lbs.,--,Orthodox,15,8,0,,#N/A
57,Dustin,West,Dustin West,,"5' 11""",170 lbs.,--,,6,6,0,,#N/A
58,Sheldon,Westcott,Sheldon Westcott,,"6' 1""",170 lbs.,"71.0""",Southpaw,10,3,1,,#N/A
59,Aaron,Wetherspoon,Aaron Wetherspoon,Slam,--,170 lbs.,--,,9,5,0,,#N/A
60,Coty,Wheeler,Coty Wheeler,Ox,"5' 6""",135 lbs.,"67.0""",Orthodox,14,5,0,,#N/A
61,Vernon,White,Vernon White,Tiger,"6' 0""",205 lbs.,--,Southpaw,26,33,2,,#N/A
62,Steve,White,Steve White,,"5' 11""",175 lbs.,--,,1,4,0,,#N/A
63,Alex,White,Alex White,The Spartan,"6' 0""",155 lbs.,"71.0""",Southpaw,13,6,0,,#N/A
64,Craig,White,Craig White,The Thundercat,"6' 2""",170 lbs.,"76.0""",Orthodox,14,9,0,,#N/A
65,Robert,Whiteford,Robert Whiteford,The Hammer,"5' 9""",145 lbs.,"69.0""",Southpaw,14,4,0,,#N/A
66,Mike,Whitehead,Mike Whitehead,,"6' 1""",205 lbs.,--,Orthodox,27,8,0,,#N/A
67,Garett,Whiteley,Garett Whiteley,Goodnight,"6' 0""",155 lbs.,"72.0""",Orthodox,7,3,0,,#N/A
68,Mitch,Whitesel,Mitch Whitesel,,"5' 9""",185 lbs.,--,,17,27,0,,#N/A
69,Emily,Whitmire,Emily Whitmire,Spitfire,"5' 5""",115 lbs.,"63.0""",Orthodox,4,4,0,,#N/A
70,Robert,Whittaker,Robert Whittaker,The Reaper,"6' 0""",185 lbs.,"73.0""",Orthodox,24,5,0,,#N/A
71,Adam,Wieczorek,Adam Wieczorek,Siwy,"6' 5""",250 lbs.,"81.0""",Orthodox,10,2,0,,#N/A
72,Orlando,Wiet,Orlando Wiet,The Gladiator,"5' 10""",170 lbs.,--,Southpaw,1,5,0,,#N/A
73,Jonathan,Wiezorek,Jonathan Wiezorek,,"6' 3""",250 lbs.,--,Southpaw,11,2,0,,#N/A
74,Justin,Wilcox,Justin Wilcox,Silverback,"5' 6""",155 lbs.,--,Orthodox,14,7,0,,#N/A
75,Joe,Wilk,Joe Wilk,The Nose,"5' 9""",145 lbs.,--,,19,11,0,,#N/A
76,Aaron,Wilkinson,Aaron Wilkinson,The Daywalker,"5' 10""",155 lbs.,--,,11,7,0,,#N/A
77,Mike,Wilkinson,Mike Wilkinson,The Warrior,"5' 7""",145 lbs.,"66.0""",Orthodox,9,4,0,,#N/A
78,Rob,Wilkinson,Rob Wilkinson,Razor,"6' 3""",185 lbs.,"80.0""",Orthodox,11,2,0,,#N/A
